Control1,Program,Year,Month,Day,Location,Gear1,Station,Grid,Quad,Time,Duration (minutes),SedSize,BtmComp,Depth (m),Surface Temp ©,Bottom Temp ©,Surface Salinity (ppt),Bottom Salinity (ppt),Surface DO (mg/L),Bottom DO (mg/L),Weather,WindDir,WindSpd (knots),WaterLvl,SECCHI (cm),NbrRec3,Control3,Species,SpStatus,ColNum,COMBT,CORE,LAT,LONG,LAT_DD,LONG_DD
9001126,120,1990,5,14,702000300,556,46,,,1215,1,6,O,3,25,25,26,26,,,,,,,,4,9.00113E+19,C. sapidus,0,4,4.60702E+11,1,344718,763639,34.789,-76.61
9001126,120,1990,5,14,702000300,556,46,,,1215,1,6,O,3,25,25,26,26,,,,,,,,4,9.00113E+19,A. mitchilli,0,1,4.60702E+11,1,344718,763639,34.789,-76.61
9001127,120,1990,5,7,535170000,556,H2,,,1326,1,Y,D,1,22.5,22.5,13,13,,,,,,,,7,9.00113E+19,F. aztecus,0,17,H20535170000,1,345153,764544,34.865,-76.762
9001127,120,1990,5,7,535170000,556,H2,,,1326,1,Y,D,1,22.5,22.5,13,13,,,,,,,,7,9.00113E+19,Palaemonetes spp.,0,,H20535170000,1,345153,764544,34.865,-76.762
9001127,120,1990,5,7,535170000,556,H2,,,1326,1,Y,D,1,22.5,22.5,13,13,,,,,,,,7,9.00113E+19,B. tyrannus,0,4,H20535170000,1,345153,764544,34.865,-76.762
9001127,120,1990,5,7,535170000,556,H2,,,1326,1,Y,D,1,22.5,22.5,13,13,,,,,,,,7,9.00113E+19,Prionotus spp.,0,1,H20535170000,1,345153,764544,34.865,-76.762
9001127,120,1990,5,7,535170000,556,H2,,,1326,1,Y,D,1,22.5,22.5,13,13,,,,,,,,7,9.00113E+19,L. xanthurus,0,50,H20535170000,1,345153,764544,34.865,-76.762
9001127,120,1990,5,7,535170000,556,H2,,,1326,1,Y,D,1,22.5,22.5,13,13,,,,,,,,7,9.00113E+19,M. undulatus,0,10,H20535170000,1,345153,764544,34.865,-76.762
9001127,120,1990,5,7,535170000,556,H2,,,1326,1,Y,D,1,22.5,22.5,13,13,,,,,,,,7,9.00113E+19,P. lethostigma,0,13,H20535170000,1,345153,764544,34.865,-76.762
9001128,120,1990,5,8,535200701,556,G19,,,1036,1,Y,D,1,22,22,11,11,,,,,,,,8,9.00113E+19,F. aztecus,0,29,G190535200701,1,345622,763812,34.94,-76.637
9001128,120,1990,5,8,535200701,556,G19,,,1036,1,Y,D,1,22,22,11,11,,,,,,,,8,9.00113E+19,C. sapidus,0,4,G190535200701,1,345622,763812,34.94,-76.637
9001128,120,1990,5,8,535200701,556,G19,,,1036,1,Y,D,1,22,22,11,11,,,,,,,,8,9.00113E+19,A. mitchilli,0,8,G190535200701,1,345622,763812,34.94,-76.637
9001128,120,1990,5,8,535200701,556,G19,,,1036,1,Y,D,1,22,22,11,11,,,,,,,,8,9.00113E+19,L. xanthurus,1,117,G190535200701,1,345622,763812,34.94,-76.637
9001128,120,1990,5,8,535200701,556,G19,,,1036,1,Y,D,1,22,22,11,11,,,,,,,,8,9.00113E+19,L. xanthurus,2,1,G190535200701,1,345622,763812,34.94,-76.637
9001128,120,1990,5,8,535200701,556,G19,,,1036,1,Y,D,1,22,22,11,11,,,,,,,,8,9.00113E+19,M. undulatus,0,5,G190535200701,1,345622,763812,34.94,-76.637
9001128,120,1990,5,8,535200701,556,G19,,,1036,1,Y,D,1,22,22,11,11,,,,,,,,8,9.00113E+19,M. thalassinus,0,1,G190535200701,1,345622,763812,34.94,-76.637
9001128,120,1990,5,8,535200701,556,G19,,,1036,1,Y,D,1,22,22,11,11,,,,,,,,8,9.00113E+19,P. lethostigma,0,2,G190535200701,1,345622,763812,34.94,-76.637
9001129,120,1990,5,8,601020100,556,CC11,,,925,1,2,D,0.5,22.1,22.1,27.2,27.2,,,,,,,,8,9.00113E+19,F. aztecus,0,124,CC110601020100,1,345659,761722,34.95,-76.289
9001129,120,1990,5,8,601020100,556,CC11,,,925,1,2,D,0.5,22.1,22.1,27.2,27.2,,,,,,,,8,9.00113E+19,C. sapidus,0,34,CC110601020100,1,345659,761722,34.95,-76.289
9001129,120,1990,5,8,601020100,556,CC11,,,925,1,2,D,0.5,22.1,22.1,27.2,27.2,,,,,,,,8,9.00113E+19,B. tyrannus,0,1,CC110601020100,1,345659,761722,34.95,-76.289
9001129,120,1990,5,8,601020100,556,CC11,,,925,1,2,D,0.5,22.1,22.1,27.2,27.2,,,,,,,,8,9.00113E+19,A. mitchilli,0,1,CC110601020100,1,345659,761722,34.95,-76.289
9001129,120,1990,5,8,601020100,556,CC11,,,925,1,2,D,0.5,22.1,22.1,27.2,27.2,,,,,,,,8,9.00113E+19,L. rhomboides,0,4,CC110601020100,1,345659,761722,34.95,-76.289
9001129,120,1990,5,8,601020100,556,CC11,,,925,1,2,D,0.5,22.1,22.1,27.2,27.2,,,,,,,,8,9.00113E+19,L. xanthurus,0,152,CC110601020100,1,345659,761722,34.95,-76.289
9001129,120,1990,5,8,601020100,556,CC11,,,925,1,2,D,0.5,22.1,22.1,27.2,27.2,,,,,,,,8,9.00113E+19,C. macrops,0,4,CC110601020100,1,345659,761722,34.95,-76.289
9001129,120,1990,5,8,601020100,556,CC11,,,925,1,2,D,0.5,22.1,22.1,27.2,27.2,,,,,,,,8,9.00113E+19,P. lethostigma,0,4,CC110601020100,1,345659,761722,34.95,-76.289
9001131,120,1990,5,8,601010000,556,CC0,,,945,1,N,C,0.5,21,21,22,22,,,,,,,,5,9.00113E+19,F. aztecus,0,3,CC00601010000,1,345838,761601,34.977,-76.267
9001131,120,1990,5,8,601010000,556,CC0,,,945,1,N,C,0.5,21,21,22,22,,,,,,,,5,9.00113E+19,C. sapidus,0,1,CC00601010000,1,345838,761601,34.977,-76.267
9001131,120,1990,5,8,601010000,556,CC0,,,945,1,N,C,0.5,21,21,22,22,,,,,,,,5,9.00113E+19,A. mitchilli,0,1,CC00601010000,1,345838,761601,34.977,-76.267
9001131,120,1990,5,8,601010000,556,CC0,,,945,1,N,C,0.5,21,21,22,22,,,,,,,,5,9.00113E+19,L. rhomboides,0,67,CC00601010000,1,345838,761601,34.977,-76.267
9001131,120,1990,5,8,601010000,556,CC0,,,945,1,N,C,0.5,21,21,22,22,,,,,,,,5,9.00113E+19,L. xanthurus,0,130,CC00601010000,1,345838,761601,34.977,-76.267
9001132,120,1990,5,9,535240600,556,G3,,,930,1,O,D,1,22,22,8,8,,,,,,,,8,9.00113E+19,F. aztecus,0,74,G30535240600,1,345844,763026,34.979,-76.507
9001132,120,1990,5,9,535240600,556,G3,,,930,1,O,D,1,22,22,8,8,,,,,,,,8,9.00113E+19,C. sapidus,0,7,G30535240600,1,345844,763026,34.979,-76.507
9001132,120,1990,5,9,535240600,556,G3,,,930,1,O,D,1,22,22,8,8,,,,,,,,8,9.00113E+19,A. mitchilli,0,62,G30535240600,1,345844,763026,34.979,-76.507
9001132,120,1990,5,9,535240600,556,G3,,,930,1,O,D,1,22,22,8,8,,,,,,,,8,9.00113E+19,L. xanthurus,0,157,G30535240600,1,345844,763026,34.979,-76.507
9001132,120,1990,5,9,535240600,556,G3,,,930,1,O,D,1,22,22,8,8,,,,,,,,8,9.00113E+19,M. undulatus,0,97,G30535240600,1,345844,763026,34.979,-76.507
9001132,120,1990,5,9,535240600,556,G3,,,930,1,O,D,1,22,22,8,8,,,,,,,,8,9.00113E+19,M. thalassinus,0,1,G30535240600,1,345844,763026,34.979,-76.507
9001132,120,1990,5,9,535240600,556,G3,,,930,1,O,D,1,22,22,8,8,,,,,,,,8,9.00113E+19,P. lethostigma,0,7,G30535240600,1,345844,763026,34.979,-76.507
9001132,120,1990,5,9,535240600,556,G3,,,930,1,O,D,1,22,22,8,8,,,,,,,,8,9.00113E+19,T. maculatus,0,11,G30535240600,1,345844,763026,34.979,-76.507
9001133,120,1990,5,9,537030200,556,CC9,,,1025,1,9,D,1.5,21,21,10,10,,,,,,,,6,9.00113E+19,F. aztecus,0,3,CC90537030200,1,345523,762613,34.923,-76.437
9001133,120,1990,5,9,537030200,556,CC9,,,1025,1,9,D,1.5,21,21,10,10,,,,,,,,6,9.00113E+19,Palaemonetes spp.,0,,CC90537030200,1,345523,762613,34.923,-76.437
9001133,120,1990,5,9,537030200,556,CC9,,,1025,1,9,D,1.5,21,21,10,10,,,,,,,,6,9.00113E+19,C. sapidus,0,2,CC90537030200,1,345523,762613,34.923,-76.437
9001133,120,1990,5,9,537030200,556,CC9,,,1025,1,9,D,1.5,21,21,10,10,,,,,,,,6,9.00113E+19,A. mitchilli,0,83,CC90537030200,1,345523,762613,34.923,-76.437
9001133,120,1990,5,9,537030200,556,CC9,,,1025,1,9,D,1.5,21,21,10,10,,,,,,,,6,9.00113E+19,L. xanthurus,0,48,CC90537030200,1,345523,762613,34.923,-76.437
9001133,120,1990,5,9,537030200,556,CC9,,,1025,1,9,D,1.5,21,21,10,10,,,,,,,,6,9.00113E+19,T. maculatus,0,1,CC90537030200,1,345523,762613,34.923,-76.437
9001134,120,1990,5,9,537030100,556,J2,,,1035,1,Y,D,1.5,22,22,11,11,,,,,,,,8,9.00113E+19,F. aztecus,0,64,J20537030100,1,345632,762750,34.942,-76.464
9001134,120,1990,5,9,537030100,556,J2,,,1035,1,Y,D,1.5,22,22,11,11,,,,,,,,8,9.00113E+19,C. sapidus,0,6,J20537030100,1,345632,762750,34.942,-76.464
9001134,120,1990,5,9,537030100,556,J2,,,1035,1,Y,D,1.5,22,22,11,11,,,,,,,,8,9.00113E+19,B. tyrannus,0,2,J20537030100,1,345632,762750,34.942,-76.464
9001134,120,1990,5,9,537030100,556,J2,,,1035,1,Y,D,1.5,22,22,11,11,,,,,,,,8,9.00113E+19,A. mitchilli,0,4,J20537030100,1,345632,762750,34.942,-76.464
9001134,120,1990,5,9,537030100,556,J2,,,1035,1,Y,D,1.5,22,22,11,11,,,,,,,,8,9.00113E+19,L. xanthurus,0,190,J20537030100,1,345632,762750,34.942,-76.464
9001134,120,1990,5,9,537030100,556,J2,,,1035,1,Y,D,1.5,22,22,11,11,,,,,,,,8,9.00113E+19,M. undulatus,0,36,J20537030100,1,345632,762750,34.942,-76.464
9001134,120,1990,5,9,537030100,556,J2,,,1035,1,Y,D,1.5,22,22,11,11,,,,,,,,8,9.00113E+19,P. dentatus,0,1,J20537030100,1,345632,762750,34.942,-76.464
9001134,120,1990,5,9,537030100,556,J2,,,1035,1,Y,D,1.5,22,22,11,11,,,,,,,,8,9.00113E+19,P. lethostigma,0,9,J20537030100,1,345632,762750,34.942,-76.464
9001135,120,1990,5,7,535220600,556,G14,,,1100,1,X,B,1,20,20,7.8,7.8,,,,,,,,5,9.00114E+19,A. mitchilli,0,26,G140535220600,1,345925,763434,34.99,-76.576
9001135,120,1990,5,7,535220600,556,G14,,,1100,1,X,B,1,20,20,7.8,7.8,,,,,,,,5,9.00114E+19,L. rhomboides,0,7,G140535220600,1,345925,763434,34.99,-76.576
9001135,120,1990,5,7,535220600,556,G14,,,1100,1,X,B,1,20,20,7.8,7.8,,,,,,,,5,9.00114E+19,L. xanthurus,0,189,G140535220600,1,345925,763434,34.99,-76.576
9001135,120,1990,5,7,535220600,556,G14,,,1100,1,X,B,1,20,20,7.8,7.8,,,,,,,,5,9.00114E+19,M. undulatus,0,44,G140535220600,1,345925,763434,34.99,-76.576
9001135,120,1990,5,7,535220600,556,G14,,,1100,1,X,B,1,20,20,7.8,7.8,,,,,,,,5,9.00114E+19,P. lethostigma,0,1,G140535220600,1,345925,763434,34.99,-76.576
9001136,120,1990,5,7,535220200,556,G16,,,1015,1,Y,B,1,21.8,21.8,5.7,5.7,,,,,,,,9,9.00114E+19,F. aztecus,0,3,G160535220200,1,345659,763529,34.95,-76.591
9001136,120,1990,5,7,535220200,556,G16,,,1015,1,Y,B,1,21.8,21.8,5.7,5.7,,,,,,,,9,9.00114E+19,Palaemonetes spp.,0,,G160535220200,1,345659,763529,34.95,-76.591
9001136,120,1990,5,7,535220200,556,G16,,,1015,1,Y,B,1,21.8,21.8,5.7,5.7,,,,,,,,9,9.00114E+19,A. rostrata,0,9,G160535220200,1,345659,763529,34.95,-76.591
9001136,120,1990,5,7,535220200,556,G16,,,1015,1,Y,B,1,21.8,21.8,5.7,5.7,,,,,,,,9,9.00114E+19,A. mitchilli,0,4,G160535220200,1,345659,763529,34.95,-76.591
9001136,120,1990,5,7,535220200,556,G16,,,1015,1,Y,B,1,21.8,21.8,5.7,5.7,,,,,,,,9,9.00114E+19,G. holbrooki,0,100,G160535220200,1,345659,763529,34.95,-76.591
9001136,120,1990,5,7,535220200,556,G16,,,1015,1,Y,B,1,21.8,21.8,5.7,5.7,,,,,,,,9,9.00114E+19,M. beryllina,0,3,G160535220200,1,345659,763529,34.95,-76.591
9001136,120,1990,5,7,535220200,556,G16,,,1015,1,Y,B,1,21.8,21.8,5.7,5.7,,,,,,,,9,9.00114E+19,P. saltatrix,0,1,G160535220200,1,345659,763529,34.95,-76.591
9001136,120,1990,5,7,535220200,556,G16,,,1015,1,Y,B,1,21.8,21.8,5.7,5.7,,,,,,,,9,9.00114E+19,L. rhomboides,0,117,G160535220200,1,345659,763529,34.95,-76.591
9001136,120,1990,5,7,535220200,556,G16,,,1015,1,Y,B,1,21.8,21.8,5.7,5.7,,,,,,,,9,9.00114E+19,L. xanthurus,0,129,G160535220200,1,345659,763529,34.95,-76.591
9001137,120,1990,5,14,601100100,556,CB13,,,1250,1,,B,1,25.4,25.4,34.5,34.5,,,,,,,,5,9.00114E+19,Syngnathus spp.,0,2,CB130601100100,1,,,34.772,-76.424
9001137,120,1990,5,14,601100100,556,CB13,,,1250,1,,B,1,25.4,25.4,34.5,34.5,,,,,,,,5,9.00114E+19,L. rhomboides,0,28,CB130601100100,1,,,34.772,-76.424
9001137,120,1990,5,14,601100100,556,CB13,,,1250,1,,B,1,25.4,25.4,34.5,34.5,,,,,,,,5,9.00114E+19,L. xanthurus,0,116,CB130601100100,1,,,34.772,-76.424
9001137,120,1990,5,14,601100100,556,CB13,,,1250,1,,B,1,25.4,25.4,34.5,34.5,,,,,,,,5,9.00114E+19,P. dentatus,0,2,CB130601100100,1,,,34.772,-76.424
9001137,120,1990,5,14,601100100,556,CB13,,,1250,1,,B,1,25.4,25.4,34.5,34.5,,,,,,,,5,9.00114E+19,P. albigutta,0,2,CB130601100100,1,,,34.772,-76.424
9001138,120,1990,5,14,601110000,556,CC7,,,,1,X,B,1,26.7,26.7,30.5,30.5,,,,,,,,8,9.00114E+19,L. brevis,0,1,CC70601110000,1,344930,762729,34.825,-76.458
9001138,120,1990,5,14,601110000,556,CC7,,,,1,X,B,1,26.7,26.7,30.5,30.5,,,,,,,,8,9.00114E+19,F. aztecus,0,24,CC70601110000,1,344930,762729,34.825,-76.458
9001138,120,1990,5,14,601110000,556,CC7,,,,1,X,B,1,26.7,26.7,30.5,30.5,,,,,,,,8,9.00114E+19,C. sapidus,0,6,CC70601110000,1,344930,762729,34.825,-76.458
9001138,120,1990,5,14,601110000,556,CC7,,,,1,X,B,1,26.7,26.7,30.5,30.5,,,,,,,,8,9.00114E+19,O. chrysoptera,0,1,CC70601110000,1,344930,762729,34.825,-76.458
9001138,120,1990,5,14,601110000,556,CC7,,,,1,X,B,1,26.7,26.7,30.5,30.5,,,,,,,,8,9.00114E+19,L. rhomboides,0,16,CC70601110000,1,344930,762729,34.825,-76.458
9001138,120,1990,5,14,601110000,556,CC7,,,,1,X,B,1,26.7,26.7,30.5,30.5,,,,,,,,8,9.00114E+19,L. xanthurus,0,120,CC70601110000,1,344930,762729,34.825,-76.458
9001138,120,1990,5,14,601110000,556,CC7,,,,1,X,B,1,26.7,26.7,30.5,30.5,,,,,,,,8,9.00114E+19,M. undulatus,0,1,CC70601110000,1,344930,762729,34.825,-76.458
9001138,120,1990,5,14,601110000,556,CC7,,,,1,X,B,1,26.7,26.7,30.5,30.5,,,,,,,,8,9.00114E+19,P. lethostigma,0,5,CC70601110000,1,344930,762729,34.825,-76.458
9001139,120,1990,5,9,601130100,556,CC6,,,920,1,X,B,1,21.8,21.8,26.4,26.4,,,,,,,,7,9.00114E+19,F. aztecus,0,10,CC60601130100,1,344820,762852,34.806,-76.481
9001139,120,1990,5,9,601130100,556,CC6,,,920,1,X,B,1,21.8,21.8,26.4,26.4,,,,,,,,7,9.00114E+19,C. sapidus,0,1,CC60601130100,1,344820,762852,34.806,-76.481
9001139,120,1990,5,9,601130100,556,CC6,,,920,1,X,B,1,21.8,21.8,26.4,26.4,,,,,,,,7,9.00114E+19,A. mitchilli,0,4,CC60601130100,1,344820,762852,34.806,-76.481
9001139,120,1990,5,9,601130100,556,CC6,,,920,1,X,B,1,21.8,21.8,26.4,26.4,,,,,,,,7,9.00114E+19,L. xanthurus,0,78,CC60601130100,1,344820,762852,34.806,-76.481
9001139,120,1990,5,9,601130100,556,CC6,,,920,1,X,B,1,21.8,21.8,26.4,26.4,,,,,,,,7,9.00114E+19,M. undulatus,0,4,CC60601130100,1,344820,762852,34.806,-76.481
9001139,120,1990,5,9,601130100,556,CC6,,,920,1,X,B,1,21.8,21.8,26.4,26.4,,,,,,,,7,9.00114E+19,G. bosc,0,1,CC60601130100,1,344820,762852,34.806,-76.481
9001139,120,1990,5,9,601130100,556,CC6,,,920,1,X,B,1,21.8,21.8,26.4,26.4,,,,,,,,7,9.00114E+19,P. lethostigma,0,3,CC60601130100,1,344820,762852,34.806,-76.481
9001140,120,1990,5,8,801001300,556,CC3,,,1241,1,,,0.5,25,25,22,22,,,,,,,,8,9.00114E+19,F. aztecus,0,46,CC30801001300,1,,,34.752,-76.751
9001140,120,1990,5,8,801001300,556,CC3,,,1241,1,,,0.5,25,25,22,22,,,,,,,,8,9.00114E+19,C. sapidus,0,14,CC30801001300,1,,,34.752,-76.751
9001140,120,1990,5,8,801001300,556,CC3,,,1241,1,,,0.5,25,25,22,22,,,,,,,,8,9.00114E+19,B. tyrannus,0,4,CC30801001300,1,,,34.752,-76.751
9001140,120,1990,5,8,801001300,556,CC3,,,1241,1,,,0.5,25,25,22,22,,,,,,,,8,9.00114E+19,A. mitchilli,0,115,CC30801001300,1,,,34.752,-76.751
9001140,120,1990,5,8,801001300,556,CC3,,,1241,1,,,0.5,25,25,22,22,,,,,,,,8,9.00114E+19,L. xanthurus,0,2724,CC30801001300,1,,,34.752,-76.751
9001140,120,1990,5,8,801001300,556,CC3,,,1241,1,,,0.5,25,25,22,22,,,,,,,,8,9.00114E+19,M. undulatus,0,12,CC30801001300,1,,,34.752,-76.751
9001140,120,1990,5,8,801001300,556,CC3,,,1241,1,,,0.5,25,25,22,22,,,,,,,,8,9.00114E+19,P. dentatus,0,4,CC30801001300,1,,,34.752,-76.751
9001140,120,1990,5,8,801001300,556,CC3,,,1241,1,,,0.5,25,25,22,22,,,,,,,,8,9.00114E+19,S. plagiusa,0,1,CC30801001300,1,,,34.752,-76.751
9001147,120,1990,5,14,702000200,556,CC5,,,1130,1,5,O,2,26,26,15.6,15,,,,,,,,8,9.00115E+19,F. aztecus,0,33,CC50702000200,1,344905,763722,34.818,-76.623
9001147,120,1990,5,14,702000200,556,CC5,,,1130,1,5,O,2,26,26,15.6,15,,,,,,,,8,9.00115E+19,C. sapidus,0,9,CC50702000200,1,344905,763722,34.818,-76.623
9001147,120,1990,5,14,702000200,556,CC5,,,1130,1,5,O,2,26,26,15.6,15,,,,,,,,8,9.00115E+19,B. tyrannus,0,1,CC50702000200,1,344905,763722,34.818,-76.623
9001147,120,1990,5,14,702000200,556,CC5,,,1130,1,5,O,2,26,26,15.6,15,,,,,,,,8,9.00115E+19,A. mitchilli,0,2,CC50702000200,1,344905,763722,34.818,-76.623
9001147,120,1990,5,14,702000200,556,CC5,,,1130,1,5,O,2,26,26,15.6,15,,,,,,,,8,9.00115E+19,O. tau,0,3,CC50702000200,1,344905,763722,34.818,-76.623
9001147,120,1990,5,14,702000200,556,CC5,,,1130,1,5,O,2,26,26,15.6,15,,,,,,,,8,9.00115E+19,L. xanthurus,0,5,CC50702000200,1,344905,763722,34.818,-76.623
9001147,120,1990,5,14,702000200,556,CC5,,,1130,1,5,O,2,26,26,15.6,15,,,,,,,,8,9.00115E+19,M. undulatus,0,5,CC50702000200,1,344905,763722,34.818,-76.623
